TimeUS,AccX,AccY,AccZ,GyrX,GyrY,GyrZ,VN,VE,VD,V_horiz_m_s,V_3D_m_s,KE_horiz_J,KE_3D_J
139596610,-0.09012959,-0.152162,-9.79018,-0.0006339433,-0.0006732322,0.0006180137,-0.1879439,-0.1043966,0.0002352587,0.2149919990110562,0.21499212772896112,0.27617381884165065,0.2761741495379199
139616245,-0.09386332,-0.1468759,-9.792003,-0.0004152411,-0.0007558809,0.0004122431,-0.1868175,-0.1050084,0.0003535283,0.2143071216194413,0.21430741321538296,0.27441706570143976,0.2744178124704367
139636218,-0.1008932,-0.1397707,-9.791798,-4.656065e-05,-0.0009378911,3.131733e-05,-0.1857369,-0.1055916,0.0004427636,0.2136534156342229,0.2136538744132095,0.27274549752271576,0.27274666885935855
139656275,-0.09844062,-0.1354499,-9.789091,0.0005231643,-0.0008157206,-0.0001730503,-0.18504,-0.1061833,0.0004728356,0.21334173243622545,0.21334225641535395,0.2719503014233678,0.27195163727505794
139676205,-0.09306803,-0.1397292,-9.785502,0.0006769488,-0.0007149081,-0.0003046077,-0.1844576,-0.1068022,0.0005143143,0.21314623178137584,0.21314685229155786,0.271452113832535,0.2714536943347501
139696597,-0.09230085,-0.1378134,-9.781216,0.0007089278,-0.001033148,-0.0002707039,-0.1834533,-0.1072327,0.001049794,0.21249462400300861,0.2124972171526546,0.2697949422503255,0.2698015271032941
139716254,-0.09163529,-0.1463969,-9.788006,0.000685309,-0.001405177,-0.0002409477,-0.1825882,-0.1074877,0.0009904385,0.21187745616400536,0.2118797710942512,0.26823003717241684,0.26823589845873996
139736394,-0.09262311,-0.156239,-9.784775,0.00045202,-0.001669938,-0.0001575834,-0.1818458,-0.107567,0.001213777,0.2112783814464698,0.2112818679424378,0.26671536293817394,0.26672416563444323
139756275,-0.09296563,-0.1522402,-9.795538,-8.16208e-05,-0.001612727,-2.749777e-05,-0.1813402,-0.1079893,0.0008561726,0.21105913164449908,0.21106086819221367,0.2661620933769167,0.26616647324025466
139776189,-0.08259606,-0.1508808,-9.799647,-0.0005375706,-0.001099663,2.005262e-05,-0.1809717,-0.1083296,0.0007649998,0.21091718383538596,0.21091857116371712,0.2658041991613737,0.2658076958789204
139796574,-0.07535405,-0.1492379,-9.792676,-0.0005382372,-0.0005889231,-5.039276e-05,-0.1804091,-0.1086496,0.001105589,0.21059957013956604,0.21060247213650393,0.26500426918424574,0.2650115725882913
139816230,-0.08132794,-0.145908,-9.790454,-0.0006056358,-0.0006597398,-4.797618e-05,-0.1793852,-0.1091108,0.001002818,0.20996241724575376,0.2099648120510223,0.263403194517688,0.2634092032402362
139836245,-0.08865349,-0.1408778,-9.787079,-0.0003275371,-0.00052292,-1.302934e-05,-0.1787755,-0.1096151,0.00123006,0.20970491064412392,0.20970851817669114,0.2627574935508534,0.262766534010285
