TimeUS,Roll,Pitch,Yaw,VN,VE,VD
29221167,-1.18,-0.27,237.46,-1.025925,0.3006955,0.2460773
29241117,-1.18,-0.26,237.46,-1.037007,0.3040217,0.2450738
29261082,-1.18,-0.26,237.46,-1.048256,0.306761,0.2451922
29281164,-1.18,-0.27,237.45,-1.059407,0.3091033,0.2443772
29301137,-1.19,-0.26,237.45,-1.07115,0.3116208,0.2442282
29321159,-1.18,-0.27,237.45,-1.08259,0.3145001,0.2434959
29341159,-1.18,-0.26,237.45,-1.094355,0.3164065,0.2428984
29361114,-1.18,-0.26,237.46,-1.105875,0.31838,0.2430179
29381182,-1.18,-0.27,237.46,-1.117002,0.3215115,0.242112
29401159,-1.18,-0.26,237.46,-1.127894,0.3246189,0.2419989
29421164,-1.17,-0.27,237.46,-1.138861,0.3281457,0.2413953
29441143,-1.18,-0.27,237.46,-1.149048,0.3314161,0.2401486
29461061,-1.16,-0.28,237.46,-1.159857,0.3342025,0.238306
29481121,-1.17,-0.27,237.46,-1.169237,0.3347858,0.2411301
29501141,-1.19,-0.26,237.45,-1.180298,0.3396339,0.2398654
29521163,-1.15,-0.28,237.45,-1.189381,0.3451108,0.238644
29541138,-1.16,-0.28,237.46,-1.198413,0.3487453,0.2385114
29561082,-1.17,-0.27,237.45,-1.208574,0.3511778,0.2391449
29581110,-1.17,-0.26,237.45,-1.219608,0.354598,0.2377362
29601145,-1.17,-0.26,237.46,-1.2309,0.3568234,0.236889
29621166,-1.17,-0.26,237.46,-1.242028,0.3597921,0.2362725
29641059,-1.18,-0.25,237.45,-1.252278,0.3622761,0.2354014
29661091,-1.19,-0.25,237.45,-1.262692,0.3659448,0.2352907
29681158,-1.19,-0.24,237.45,-1.272546,0.36923,0.2346177
29701149,-1.19,-0.24,237.45,-1.282462,0.3731291,0.2345451
29721155,-1.19,-0.24,237.45,-1.292792,0.3775721,0.2340804
29741093,-1.2,-0.24,237.45,-1.302877,0.3806826,0.2329286
29761124,-1.19,-0.24,237.46,-1.312951,0.3841784,0.2321106
29781164,-1.2,-0.24,237.45,-1.322751,0.3882737,0.2319599
29801077,-1.2,-0.24,237.45,-1.3327,0.3919898,0.2312626
29821153,-1.2,-0.24,237.46,-1.342979,0.3959789,0.2306346
29841141,-1.2,-0.24,237.46,-1.352634,0.3993046,0.2302344
29861146,-1.19,-0.24,237.46,-1.363201,0.4024261,0.2303073
29881105,-1.19,-0.24,237.46,-1.373784,0.4046089,0.2292795
29901145,-1.19,-0.25,237.46,-1.385378,0.4064039,0.2291375
29921151,-1.19,-0.25,237.46,-1.396626,0.4078262,0.2292393
29941136,-1.19,-0.25,237.46,-1.406741,0.409702,0.2284213
29961103,-1.19,-0.25,237.46,-1.416637,0.4130769,0.2272053
29981160,-1.19,-0.24,237.46,-1.425683,0.4169897,0.2261987
30001144,-1.18,-0.24,237.46,-1.434764,0.4214081,0.2262426
30021152,-1.18,-0.24,237.46,-1.443716,0.4265618,0.2256904
30041098,-1.18,-0.24,237.46,-1.452521,0.4311269,0.2248424
30061140,-1.19,-0.24,237.46,-1.461408,0.4350708,0.2251152
30081160,-1.18,-0.24,237.46,-1.471404,0.4380734,0.2247818
30101142,-1.18,-0.24,237.46,-1.482017,0.4407627,0.2247668
30121101,-1.18,-0.24,237.46,-1.492497,0.4429929,0.2243673
30141123,-1.18,-0.24,237.46,-1.503493,0.444709,0.2241141
30161156,-1.18,-0.24,237.46,-1.513064,0.4475884,0.2234789
30181158,-1.17,-0.24,237.46,-1.522455,0.4507779,0.2230469
30201087,-1.17,-0.24,237.46,-1.531891,0.4551055,0.2226034
30221149,-1.17,-0.23,237.46,-1.540611,0.4601692,0.2217188
30241139,-1.17,-0.24,237.46,-1.549864,0.4633458,0.2209765
30261157,-1.17,-0.23,237.46,-1.559461,0.4654558,0.2202375
30281156,-1.17,-0.23,237.45,-1.569081,0.4687633,0.2195574
30301059,-1.17,-0.23,237.46,-1.578878,0.4719932,0.2190412
30321200,-1.16,-0.23,237.46,-1.588226,0.4755615,0.218521
30341150,-1.16,-0.23,237.46,-1.596833,0.4799594,0.2171481
30361144,-1.16,-0.23,237.46,-1.60565,0.4836987,0.2169227
30381077,-1.16,-0.23,237.46,-1.615207,0.4861245,0.2164714
30401161,-1.16,-0.23,237.45,-1.624954,0.4895763,0.2157275
30421157,-1.16,-0.22,237.45,-1.634385,0.4931992,0.2152555
30441143,-1.16,-0.22,237.46,-1.643476,0.4962629,0.2141654
30461152,-1.16,-0.23,237.46,-1.65205,0.4998935,0.2129252
30481100,-1.16,-0.23,237.46,-1.660918,0.5040196,0.2121672
30501110,-1.15,-0.23,237.46,-1.670232,0.5073512,0.2113589
30521146,-1.15,-0.23,237.46,-1.680167,0.5104656,0.2108217
30541138,-1.15,-0.23,237.46,-1.689468,0.5131822,0.2099969
30561143,-1.15,-0.23,237.46,-1.69855,0.5153429,0.2095144
30581089,-1.15,-0.23,237.46,-1.707373,0.518742,0.2089042
30601158,-1.14,-0.23,237.46,-1.716084,0.5227274,0.208538
30621163,-1.14,-0.23,237.46,-1.725003,0.5263269,0.2079518
30641140,-1.14,-0.23,237.46,-1.734008,0.5288099,0.2072962
30661092,-1.14,-0.23,237.46,-1.743075,0.5313579,0.206545
30681107,-1.14,-0.23,237.46,-1.752349,0.5344416,0.2059277
30701138,-1.14,-0.23,237.46,-1.761176,0.5379707,0.2052248
30721159,-1.13,-0.23,237.45,-1.770177,0.5417554,0.2047701
30741139,-1.13,-0.23,237.45,-1.778265,0.5449737,0.2033106
30761102,-1.13,-0.24,237.45,-1.786831,0.5477562,0.2027358
30781094,-1.13,-0.24,237.46,-1.795803,0.5509035,0.2019732
30801139,-1.13,-0.24,237.46,-1.804459,0.5536076,0.2016473
30821157,-1.12,-0.23,237.46,-1.813792,0.5565551,0.2009955
30841082,-1.12,-0.23,237.46,-1.821974,0.5592077,0.200357
