TimeUS,GyrX,GyrY,GyrZ,AccX,AccY,AccZ
25442089,0.02369288,-0.0009813895,0.154979,2.720264,0.003353475,-9.790679
25461678,0.007503668,0.02045197,0.1039495,1.889783,0.3722932,-10.35462
25481971,0.03992609,0.03478304,0.05958519,1.049361,-0.9287409,-11.42778
25501733,0.01143027,0.04385696,0.02505342,0.4226352,-0.9702556,-8.429125
25521749,-0.01286485,0.04889388,-0.002389204,1.581908,-0.5683025,-10.50133
25542079,-0.002118968,0.02625154,-0.0412342,1.267543,-0.6801441,-9.941324
25561724,-0.0002547711,0.01787931,-0.08461775,0.8758356,-0.2380314,-10.58305
25581776,-0.005783414,0.00164072,-0.1323451,0.6648424,-0.7494841,-9.803184
25601744,-0.004622532,-0.007975435,-0.1859826,1.022547,-0.5627123,-9.957879
25621737,-0.004634775,-0.02770099,-0.2279167,0.7477835,-1.516295,-9.682615
25642352,-0.008516168,-0.01245881,-0.2511049,-0.7160522,-1.319882,-9.442463
25661753,0.00134106,-0.01392683,-0.2521124,-1.482452,-1.562487,-10.87967
25681762,0.009610015,-0.02092493,-0.2289879,-1.550448,-1.249267,-9.673982
25701756,0.005662868,-0.04440525,-0.1931709,-0.9625953,-1.240032,-9.884056
25721774,-0.003796074,-0.0450415,-0.1747528,-0.6936404,-0.142231,-8.620751
25742170,0.00934126,-0.01902692,-0.189671,-0.5961106,-0.5328937,-10.12241
25761727,-0.005366946,-0.01195568,-0.2266566,-0.5523753,-0.3128424,-9.844349
25781779,0.01624701,0.006721619,-0.2934575,-0.5019621,-0.6020968,-9.577967
25801949,0.0256452,0.00438333,-0.3638038,-1.035498,-1.758124,-9.887189
25821740,-0.004126657,-0.01098459,-0.4151351,-1.348308,-2.54479,-9.977417
25842161,-0.02997306,-0.02793884,-0.4239917,-1.47988,-2.513873,-9.020748
25861742,-0.06381815,-0.04645202,-0.3948441,-1.273301,-2.583177,-10.02253
25881786,-0.08488849,-0.05030973,-0.3500646,-1.047295,-0.9937981,-9.126181
25901743,-0.07605408,-0.04142639,-0.3124273,-1.06517,-0.9584826,-10.30834
25921744,-0.05963594,-0.03319919,-0.2859857,-0.8644427,-0.4109238,-9.700773
25942093,-0.02916502,-0.02881717,-0.2719484,-0.9694735,-0.9338425,-9.49922
25961972,-0.01577383,-0.01712537,-0.2706708,-0.8274309,-1.063387,-9.256388
25981799,-0.01563181,-0.006864371,-0.2822831,-0.8770978,-1.322259,-10.41671
26001724,-0.01853147,0.003327232,-0.301884,-1.070245,-1.269935,-9.462446
26021766,-0.006914859,0.02469254,-0.3186884,-1.223193,-1.381898,-9.78845
26042121,-0.01075585,0.02788683,-0.3214103,-1.175138,-1.886414,-10.52676
26061707,-0.02778327,0.02452128,-0.3130707,-0.9823714,-1.374515,-9.260231
26081753,-0.0293217,0.02975487,-0.300089,-1.086727,-0.9297758,-9.331047
26101718,-0.02785457,0.03916519,-0.2831429,-1.072446,-1.349325,-9.844854
26121954,-0.03238922,0.03456742,-0.2636713,-1.059065,-1.027085,-10.10448
26142139,-0.02743915,0.01670489,-0.2445446,-1.227614,-1.023546,-9.856484
26161730,-0.01247424,-0.002417389,-0.2300963,-1.156112,-1.127435,-10.20508
26181758,-0.0057805,-0.02583469,-0.2179263,-0.8654612,-0.5436922,-9.564563
26201737,-0.002853223,-0.05066481,-0.2137886,-0.979854,-0.8302652,-9.982755
26221750,0.001983654,-0.0682543,-0.2189113,-0.8151234,-0.8180032,-9.772028
26242154,0.0006970825,-0.08652184,-0.2224588,-1.202288,-1.003782,-9.157269
26261719,0.0168904,-0.08985999,-0.2285049,-0.8232631,-1.044568,-10.21307
26281949,0.004727307,-0.09920095,-0.2407888,-0.7282141,-0.6885662,-9.412768
26301765,0.004404102,-0.1047705,-0.265634,-1.064013,-1.178334,-10.16082
26321755,0.008375539,-0.1087833,-0.2810358,-1.382686,-1.497438,-9.135384
26342061,0.02050616,-0.110947,-0.289367,-1.490166,-1.192889,-10.87648
26361749,0.02131145,-0.112541,-0.3070572,-1.599795,-0.8364719,-9.370161
26381763,0.02240672,-0.09562065,-0.3473904,-1.66361,-0.5558327,-9.128374
26401718,0.01600766,-0.06735498,-0.4025021,-2.032595,-0.9545967,-9.794113
26421752,0.004374805,-0.03798744,-0.4751849,-1.857099,-0.9514374,-9.626722
26442317,-0.028639,-0.02537418,-0.5629743,-2.002949,-1.111054,-10.61763
26461691,-0.05245294,-0.01848952,-0.6668615,-1.871863,-0.4812378,-9.020229
26481828,-0.04606438,0.005652691,-0.7818152,-2.100322,-1.26217,-9.929879
26501730,-0.04559995,0.02889639,-0.9006511,-2.099519,-1.083242,-10.0015
26521750,-0.02286547,0.0429063,-1.035104,-1.819811,-1.471905,-9.716747
26542103,-0.02071172,0.0404891,-1.17668,-1.552866,-1.69124,-9.829518
26561697,-0.04868775,0.009187298,-1.318007,-1.721337,-2.66567,-10.28358
26581767,-0.09748465,-0.03782286,-1.463006,-1.658741,-1.966715,-8.773354
26601910,-0.1200327,-0.07566743,-1.614353,-2.035373,-2.209775,-9.386166
26621759,-0.1339123,-0.1770222,-1.670556,-9.060112,-4.17363,-6.031512
26642122,-0.03466694,-0.3606049,-1.188549,-10.19,-6.211015,-4.885308
26661742,-0.03816691,-0.4486141,-0.4608668,-5.434125,-3.814934,-0.121186
26681775,-0.03323032,-0.5788181,0.2677578,-2.639049,-1.432068,-3.616485
26701743,-0.05034071,-0.468317,0.8513687,-1.859068,0.02939948,-2.694807
26721769,0.04536846,-0.1356333,1.224879,-4.441284,-1.811291,-4.964192
26742144,0.1701442,0.3221066,1.384508,-1.368538,-0.230981,-17.21108
26761950,0.3161983,0.4556082,1.331149,0.3872817,-0.665361,-15.05229
26781764,0.2532023,0.5173899,1.124029,-0.3657362,0.1236223,-12.42303
26801753,0.1624942,0.4638981,0.8134636,-0.498192,0.7254925,-9.206468
26821774,0.1153209,0.3305003,0.492345,-0.7041818,-0.174264,-9.470562
26842160,0.05575211,0.1937464,0.1922932,-0.8785542,0.5159855,-10.47019
26861715,0.01375029,0.08316305,-0.06570735,-1.114803,-0.6966805,-9.323381
26881784,-0.01842245,-0.0266656,-0.2691578,-2.077978,-0.56646,-9.690898
26901744,-0.04442227,-0.03754716,-0.4076591,-1.811831,-1.32576,-9.954279
26921946,-0.06405671,-0.04958475,-0.4644485,-1.775898,-1.04084,-9.845167
