TimeUS,GyrX,GyrY,GyrZ,AccX,AccY,AccZ
24805962,0.00407248,-0.001008107,0.0002889813,-0.308125,-0.7107729,-9.83318
24826494,0.004508279,-0.001057956,0.000446313,-0.3174319,-0.7121753,-9.822787
24845888,0.004885335,-0.001698295,0.0004716196,-0.3162052,-0.7027171,-9.821304
24865998,0.004783053,-0.001978274,0.0004130353,-0.3161543,-0.6980301,-9.831107
24885907,0.004380303,-0.00190604,0.0002491559,-0.3074713,-0.6988138,-9.829851
24905942,0.003799289,-0.001658752,6.453635e-05,-0.3045116,-0.7011913,-9.830661
24926306,0.003486913,-0.001597146,-0.0001686262,-0.3132109,-0.697315,-9.824258
24945962,0.003191559,-0.001398158,-0.0003095129,-0.3180536,-0.7002188,-9.822895
24965964,0.003009338,-0.001609863,-0.0002806306,-0.3167172,-0.7018309,-9.819956
24986211,0.002783423,-0.001427525,-0.0001268237,-0.3152242,-0.7021914,-9.814022
25005943,0.002851233,-0.001211269,-3.1819e-05,-0.3202654,-0.7075797,-9.817325
25026364,0.002912017,-0.0007838008,-8.069178e-05,-0.3159975,-0.7074972,-9.828393
25045886,0.003070493,-0.0006366287,-0.0002163987,-0.3168471,-0.7107045,-9.824122
25065920,0.003621239,-0.001101289,-0.0002444376,-0.3161959,-0.705022,-9.81449
25085887,0.004129499,-0.001359784,-0.0001253366,-0.3221599,-0.702137,-9.823312
25105910,0.004275097,-0.001028297,-3.894252e-05,-0.3194919,-0.7019076,-9.825877
25126367,0.004427835,-0.0006516257,0.0001242402,-0.3223811,-0.7045155,-9.822497
25146082,0.004652124,-0.0007126492,0.0001999826,-0.3243866,-0.7056138,-9.816545
25165911,0.004818482,-0.001365894,0.0002456043,-0.3218577,-0.7067109,-9.832688
25185929,0.004569554,-0.00154267,0.0004064215,-0.3207354,-0.7112008,-9.841753
25205927,0.00446473,-0.001550321,0.0004855348,-0.3185576,-0.7096993,-9.840484
25226359,0.004564377,-0.001469821,0.0004174146,-0.3204315,-0.7060766,-9.837086
25245895,0.004461274,-0.001584109,0.0004295646,-0.3176022,-0.712394,-9.836067
25265985,0.004203713,-0.002044732,0.0003652587,-0.3102839,-0.7161626,-9.847596
25285899,0.003675437,-0.002353376,0.000169851,-0.3128268,-0.7130283,-9.850177
