TimeUS,Roll,Pitch,Yaw,VN,VE,VD
14497905,2.17,-0.16,0.02,0.005714566,0.01201642,-0.1530633
14517884,2.17,-0.16,0.02,0.00583411,0.01233905,-0.1530934
14537814,2.17,-0.16,0.02,0.005990076,0.01241888,-0.1524428
14557832,2.17,-0.16,0.02,0.006408278,0.0125324,-0.151861
14577897,2.18,-0.16,0.02,0.006494309,0.01275005,-0.1511153
14597846,2.17,-0.16,0.02,0.00688251,0.01281111,-0.1510926
14617850,2.18,-0.16,0.02,0.00687306,0.01283548,-0.1506624
14637821,2.18,-0.16,0.02,0.007154949,0.01295737,-0.1505147
14657893,2.17,-0.15,0.02,0.007440234,0.01305321,-0.1506791
14677935,2.17,-0.15,0.02,0.007837189,0.01310282,-0.1503215
14697830,2.18,-0.15,0.02,0.008106334,0.01331843,-0.1503129
14717854,2.18,-0.15,0.02,0.008369257,0.01360814,-0.1511399
14737816,2.18,-0.15,0.02,0.008515739,0.01386305,-0.150989
14757874,2.18,-0.15,0.02,0.008677933,0.01385777,-0.1505997
14777925,2.18,-0.15,0.02,0.008976167,0.0139101,-0.1500408
14797853,2.18,-0.15,0.02,0.008903268,0.01387483,-0.1502174
14817876,2.18,-0.15,0.02,0.009180382,0.01398763,-0.1503259
14837815,2.18,-0.15,0.02,0.009460049,0.01418308,-0.1500311
14857908,2.18,-0.15,0.02,0.009622608,0.01425019,-0.1495778
14877861,2.18,-0.15,0.02,0.009765331,0.01424332,-0.1497068
14897856,2.18,-0.15,0.02,0.00963778,0.01442902,-0.1492214
14917906,2.18,-0.15,0.02,0.01010392,0.01457574,-0.1492916
14937820,2.17,-0.15,0.02,0.01026336,0.01483897,-0.1487775
14957829,2.18,-0.15,0.02,0.01000461,0.01496859,-0.148252
14977849,2.17,-0.15,0.02,0.01034847,0.01492476,-0.1480797
14997891,2.18,-0.15,0.02,0.0103235,0.01501107,-0.148196
15017927,2.18,-0.15,0.02,0.01044549,0.01505136,-0.1482875
15037814,2.18,-0.15,0.02,0.01050362,0.01516476,-0.1474309
15057835,2.18,-0.14,0.02,0.01076326,0.01561686,-0.1466567
